image_id,source,original_split,patient_group_hash,split,width,height,instances,issues,sha256,phash
disease_002767_b9ad2919,disease,train,disease_93e8ea9e8f27cc6364f9,val,640,640,4,,bb5c18e3f5ad05d866f06829e58898668d301a0c71fa40deb0e365e7d631737f,bbef2994a1999449
disease_002768_e9a4798e,disease,train,disease_93e8ea9e8f27cc6364f9,val,1615,840,4,,556b3683eef352d49e0e873de0c21458aca96f247bcdde505b6ea343e69212c4,bbef2994a1999449
disease_002769_d2de83ee,disease,train,disease_f7e810b1d274de6bf605,train,1615,840,9,,8febc3405f4afd245db0bab8d269ca7d9457cd94a86ac56e684be0dea1d21a75,a6f73886b089c2de
disease_002770_2e2ba76b,disease,train,disease_5c2279df31fd2d3e9556,train,1615,840,7,,d86461bef44a9852b2f8298691460d841831c62c60f197b539054c3f5e8bd59a,e2f62c80b5c3938f
disease_002771_e0c84255,disease,train,disease_57522575b9e3ae95e839,train,640,640,8,,d47a2f2ea7cd50ac2644d8268a28341a04bbc081cfebd935ac18d67885c05f7f,a4a65b1ea66abe21
disease_002772_4d47975a,disease,train,disease_57522575b9e3ae95e839,train,1615,840,7,,1c1df858e641ad06c6fe559830dd95d9fb040cb20eb9c0718a6d633f5e728164,84e65b1ca672be26
disease_002773_4bafb9aa,disease,train,disease_57522575b9e3ae95e839,train,640,640,8,,d4015d9561bf066e22818bef5ea5ac7c031acdb56180772d07be77953aaefb56,84e65b1ca672be26
disease_002774_09c1180c,disease,train,disease_8b31bbda894c4ffd4dc6,train,640,640,6,,cf473877a228ddc236352b4ecc852e8e2e2583cb3bb4b9be0ff125e23a63931f,fbe4b892818bce4a
disease_002775_46d09eeb,disease,train,disease_8b31bbda894c4ffd4dc6,train,640,640,6,,6e3e43e57b2012cc00830f68f96ce5086b0f9002d0c00121f015da12fd2b37f8,fbe438d2818b4e4e
disease_002776_7b41dc88,disease,train,disease_8b31bbda894c4ffd4dc6,train,1615,840,6,,18efb1aa0235c390a141e5b2d2f8fba409fa8e697a799a7e3d32b3b1ca677454,fbe4b892818bce4a
disease_002777_5e27b3e3,disease,train,disease_5a0d75a0178358624bcb,train,1615,840,8,,eb11aa060837e267c82a530ebff92d14cb3d8864245bc2393e6fdd12876ac595,a2b37d91e3cb824a
disease_002778_171719c3,disease,train,disease_4d92b79d411d04c9f6d7,train,1615,840,12,,425ad71d22e1abb0c8ea0b68641110b67aaed89acf17beb119a547c1da83f677,a2f70cd3f5ac2431
disease_002779_095ee190,disease,train,disease_4d92b79d411d04c9f6d7,train,640,640,12,,3c2c87675c976d27116fd3781a6b4c7d70cd4a4cac480aab85e3f0c1563eb452,a2f70cd3f5ac2431
disease_002780_0129f765,disease,train,disease_4d92b79d411d04c9f6d7,train,640,640,12,,f52e6676f144916b7ac0f66954295502d263b9958df6d82060ff8f2a3b95c908,a2f70cd3f3ac2431
disease_002781_7dfb6f7c,disease,train,disease_b4522aa8c5629fde1000,val,1615,840,3,,e74103a4a5c603dd2a0e3f63813d3a143ac0f268e5284f28fa84be1a8e44340f,fafb0981e1898f0b
disease_002782_9df4c72a,disease,train,disease_1b3e8994db90e9de3717,val,1615,840,8,,1ebfb119099bd85cad657066fbbb3c0dd21e76665a02ec5cf253f708a224c50a,aaf4fdc2828b92b1
disease_002783_a58999e2,disease,train,disease_986891a15135f46eeeeb,val,1615,840,9,,fbd301b65b4d3ee62a62f5da405a0f27d08b1de829564283565e18322e4cd9ac,8ab56d90b3c9b589
disease_002784_f5989787,disease,train,disease_456c769843689742c49f,train,640,640,15,,aa0c2e1629fcee4e2812dd9f9aa30a17f8015d27506d57d4f32994d76fdb6816,aab17994b0c9f487
disease_002785_2e165039,disease,train,disease_456c769843689742c49f,train,640,640,15,,73c0e86af78a0ae011c4b9702131d5dfae66c67a23ace361ca7d0909f8a9a2c1,aab17994b0c9f487
disease_002786_149d789d,disease,train,disease_456c769843689742c49f,train,1615,840,14,,22442abd1459e83bee1184b0b71b58aaddb53f8e43ee3d5dfdce5ea4d765d2c4,aab17994b0c9f487
disease_002787_d660911c,disease,train,disease_986c4ae5eceec8a81073,train,1615,840,15,,9aea1344da736fa0c1aba621d760efa46f88aaf0f41928bc789cfe0d86b64d94,aaf37896a471b087
disease_002788_6d5010a7,disease,train,disease_73848cfb4e66f32d08e6,train,1615,840,4,,8a2a42785661c9a306bfe4b10a05a418a1476f1f9ada721006e334c8b8972221,bbe628c7e52ca4c2
disease_002789_0109be49,disease,train,disease_73848cfb4e66f32d08e6,train,640,640,4,,9f9bd28b38f340a7b813445ea09d6f05d41536a5e3db43a70d7ae5cc4ca697b0,bbe628c7e52ca4c2
disease_002790_149ead67,disease,train,disease_73848cfb4e66f32d08e6,train,640,640,4,,c1f1a1afaa7b8695a7e15980c841fde067ef57054c61559e97a36e745842ffd1,bbe628c7e52ca4c2
disease_002791_90ce76be,disease,train,disease_b98832da61355d1ff993,train,640,640,7,,a3bf05f545701edc169ff0bbe25bc11e1a914949b3432f4abc0ef6db9cd458b3,bbe4b892839bcc0e
disease_002792_0b49f0de,disease,train,disease_b98832da61355d1ff993,train,1615,840,7,,ddb29ece98541a0e5b6178c9c288e2daf8d11ab264be58594e5433d08ce35868,bbe4b892839bcc0e
disease_002793_c63e7478,disease,train,disease_b98832da61355d1ff993,train,640,640,7,,6af2f49070953fea2f03a19bf789ff9bb045d83935d9bee69880139c9a66a58d,bbe4b892839bcc0e
disease_002794_5cfb38d6,disease,train,disease_f0491de0ba7206e960b2,train,1615,840,9,,c5cdbc885e882027cfc9843b660ab82fc013bbbb19b01c1bdd73ae42f65f7d90,fae106861e1d1a7e
disease_002795_10c1c6b2,disease,train,disease_eb1d11a8a301c7511b30,train,1615,840,6,,fe5a7585607e4fb09d12f624e092497e623b8f1ef96ef8945cbbb3dcb29aa6ae,aaf77891e06835a3
disease_002796_87e2c9ca,disease,train,disease_0da046cd6f451806418d,test,1615,840,8,,1900b3906a6500351359077801a8217817e652cd4075847a7483ae9ed29104e6,abf1b892935a8a5a
disease_002797_4c80e2aa,disease,train,disease_745cbc89f0ac5493f608,test,640,640,7,,7801d076e14838133c890546bf596fb00a7afd2c8845ebfa93ba263922ed7c14,bbe43983c19a959a
disease_002798_9b5e4890,disease,train,disease_745cbc89f0ac5493f608,test,640,640,7,,0013be4d5b878803a98ec19effc1ca60cbb3ea28df0a5f9eb0a72e72ea07658a,bbe43983c19a959a
disease_002799_c708b1fd,disease,train,disease_745cbc89f0ac5493f608,test,1615,840,7,,df08384599aa1ca7607b18e99c3a9e3930e97b2ac16a2bfae4cd6c8ab53e1404,bbe43983c19a959a
disease_002800_386bc35d,disease,train,disease_fc6eb87a11547b923f97,train,1615,840,4,,acc0a7fb6cafe2df029ce7e0b85e19353ba8a151d5f2b6310a77a2685a32565c,d7f73af020a8e429
disease_002801_0dd5dce8,disease,train,disease_9683d8d817f764b2221c,train,1615,840,13,,b2df633be76f956b989b2ec219a1c3816460fac9e708e4679d4fec2d36c2fc0d,d1e669dcbeb3a004
disease_002802_431bde23,disease,train,disease_c06ef707655ab8f1c113,val,1615,840,4,,4c0ae0692c2cb23b0b6245f91bfe88e568f3ed7281f266b174dccad934a9798e,bae439d6b09ac998
disease_002803_a2a04ae4,disease,train,disease_cccf4f7d23faceace0a4,train,1615,840,6,,4a5640ca7eeead507018b266f1865f875fca1bebff5ac45369429033d2626638,fba44c93135b446e
disease_002804_e26f9bd6,disease,train,disease_7ae23a641594116924eb,train,1615,840,19,,a228b30bb83ed771d287fc7007420949b16fa98036dda251d10af849354e7b0b,fae46985a593859c
disease_002805_6dbe1608,disease,train,disease_c2bb283f76c9b09a28ea,train,1615,840,46,,7e9b907aab094ccf717b809bac42f0a8933d50eba5e37a162b291ab79c31237a,ceb179cb9e8cb082
disease_002806_b4e7f258,disease,train,disease_c2bb283f76c9b09a28ea,train,640,640,49,,be99b8fb4559199ca2258a77d480e5831805ab51288eea16261bc8bd174cb1d8,cef079cb9e8cb082
disease_002807_e40207f4,disease,train,disease_c2bb283f76c9b09a28ea,train,640,640,49,,462c62f0a1fc216d430ba589e857d667b56879baf8ca6938a3d90e6a3303f8b9,ceb179cb9e8cb082
disease_002808_bfdf7080,disease,train,disease_c2bb283f76c9b09a28ea,train,1615,840,48,,7f85f5093b22d5ba63b6a5aceb1605cd6d9312d85a6033de19c26ccd987c1399,ceb179cb9e8cb082
disease_002809_af9e8df3,disease,train,disease_ab80e55c203331330854,train,1615,840,15,,dd857a6cfa943b2da38e237d53a3d3ad115fa22aa33595a8ce7f5b0749975004,ffa0d986889a889f
disease_002810_f22c255c,disease,train,disease_ab80e55c203331330854,train,640,640,15,,39e4fd44b1c33074e90d5583fd5587bce50fb8838fcfd7056f8cdd553d3bb9c8,ffa05986889a989f
disease_002811_7c16036b,disease,train,disease_ab80e55c203331330854,train,640,640,15,,315fb2cacd3c6a401c6829bf9b46a7839c4d88db81da82bfded27cad2a500707,ffa0d986889a889f
disease_002812_a23e075e,disease,train,disease_0aa81385a6f49077e927,train,1615,840,9,,0173329c1dcd1c535d960b68f823a35f0d54927934a9da64f05d413b7a39119f,ebe0b8928b9a4b4e
disease_002813_fb55ba66,disease,train,disease_875a1b320748ad2fbe36,train,640,640,4,,8a258d9ed5ea2ef1403231cc001594a92ef8db54552c13b6ec858d1165ffc94a,d1b71e6533086a5e
disease_002814_5ed77c43,disease,train,disease_875a1b320748ad2fbe36,train,640,640,4,,2310323a62b420dd2136ca179c960782be7e84533eee85b755524a7c3cb819cc,d1b75e6532086a5e
disease_002815_383b4bf2,disease,train,disease_875a1b320748ad2fbe36,train,1615,840,4,,d7bfc26a37dcb3041146dff535f20771dd228e3f353ede41aa48b4caebf57033,d1b71e6533086a5e
disease_002816_003c60df,disease,train,disease_7b435a8aa41ae08d7582,train,640,640,9,,44035d41d0a0e90810dff4a3f48e335bf0fecfd2410dcce375237fcd9bdfbe3e,efe53892c186b493
disease_002817_7414a12d,disease,train,disease_7b435a8aa41ae08d7582,train,1615,840,8,,107f2d971be26e45535140e3b3d50e5a44bc01adc051715eb47b041415d759e6,efe53892c186b493
disease_002818_bfb08381,disease,train,disease_7b435a8aa41ae08d7582,train,640,640,9,,8a4c2e9e36ddeb11ebbc3a39a356c9f3b93137e510558bf740a877778881612b,efe53892c186b493
disease_002819_35534ccb,disease,train,disease_03b833d9592edf111448,val,1615,840,10,,58c6d1a3e424c4aa32ec9d5afa190b4c21b65907213e946abbf6ec4673db7ccf,caf73c84f034a3b2
disease_002820_33b3aab7,disease,train,disease_fdd4f220b2ddde8dfa6f,train,1615,840,13,,66811a685fb2cdb757f0e7a4e323233f9f558bd3d652ddbdc7d3dab051fd0920,cb292cb476de5216
disease_002821_0f95bb9d,disease,train,disease_4df2c3146f3842898216,train,1615,840,6,,cfcd1e04c6a57cd9ac020a3c1ed1f6058d4177c22b3811ec7016d1ca6530ee0a,bbe4a892919f8e0e
disease_002822_d8a89581,disease,train,disease_79ff1623fdb131e8f367,train,640,640,5,,95338e277884c17684a1b1853134c255676a2b9105f3564e78b451ded74b01c9,8af76985e5c1a5a1
disease_002823_dd1d868a,disease,train,disease_79ff1623fdb131e8f367,train,640,640,5,,c83162ee242fb55dab738d2e97f04ca902e40da01699b8803661b2c01e59b163,8af76985e5c1a5a1
disease_002824_f8405752,disease,train,disease_79ff1623fdb131e8f367,train,1615,840,5,,1569751f104c749e207846cbb6db9d67c47bd1b7d0b316e9cd41c6bd9ebb241b,8af76985e5c1a5a1
disease_002825_d655e853,disease,train,disease_c92c726889da1fe4f139,test,640,640,16,,6f9d311e492b4e2ee8dda623d031a97474c90e19dddbbfb0ce7c20ac6ac70594,bbe42c92d11b8e0f
disease_002826_b4dcecce,disease,train,disease_c92c726889da1fe4f139,test,640,640,16,,e5b2c9a7d1ff6a832231f2f78a696ca1e5cb3f2f4711c658e46d70f15d15d0ef,bbe42c92d11b8e0f
disease_002827_a626c118,disease,train,disease_c92c726889da1fe4f139,test,1615,840,16,,83ac01e92e13b1ad471dd9d92c32ff112e22cdb36514a5ce6a24712048feb5a9,bbe42c92d11b8e0f
disease_002828_65a3855b,disease,train,disease_be6a63ea7490bb7a020f,val,1615,840,2,,1bb77cef633e8c6b237422da70fb5b2d5808551514a36786a8ed9d3adc936deb,a2be3c91b098da4f
disease_002829_8dfc27b8,disease,train,disease_ca4ec5a583902c13eda5,train,640,640,3,,c6b72e8aaf6ce5b84b2ed71e59228afb469f22f840c68643f2417088f37e8c73,ebe43ce2b195a066
disease_002830_14e9e234,disease,train,disease_ca4ec5a583902c13eda5,train,1615,840,4,,38ecc4030a1022461ba9f16459c904f73d9ab52f72c97ea917667e21fb283379,ebe43ce2b195a066
disease_002831_567682c6,disease,train,disease_cebdaf947ae7282c03c6,val,1615,840,18,,0aae694333e19eefe81359b64e6c30bf057d0fa340340a5bd4135c1c4d32a396,83b7bc90a94f8e1a
disease_002832_42589553,disease,train,disease_7c6a6ade84121d3af987,train,1615,840,2,,663ef679d06a979864312b885eace70ff3ea41cd8a0e60e4a28e6b0ed8f7c196,eaf39986a6189e1a
disease_002833_a56ed58a,disease,train,disease_ff48caecfacd4c5f0375,train,1615,840,8,,f1abeaa7afe71891089db3d522ed228555ba3992bb205b875a20e8173e54da6a,dbe638c4f498f098
disease_002834_00fe8b5a,disease,train,disease_ff48caecfacd4c5f0375,train,640,640,8,,18e5f2b4a789fdef09b24368fb37a57f095522f3a6a00360c54b78fa967103b5,dbe638c4f498f098
disease_002835_74ab4498,disease,train,disease_ff48caecfacd4c5f0375,train,640,640,8,,bc5f3e6f406c3e5f5f3df3d53c227192708fe822d73f091078ede8ea2f2548f4,dbe638c4f498f098
disease_002836_45cf10f1,disease,train,disease_70a7d93f22e01745e262,train,1615,840,16,,1542e47ea6c2a2ef7ef72b858dbc92af66c7a929498e05b09487c99bd0ff396f,90b35b46664d3d39
disease_002837_855b41b9,disease,train,disease_41de757ff1293a05688b,train,640,640,4,,85fff1873b42b128a985cc653b05361fcedbaed85d5ed0b1f117f2a2789a2cad,fae42c94b692c19b
disease_002838_a102a3f7,disease,train,disease_41de757ff1293a05688b,train,1615,840,4,,349b9a8d0de141a63e6b68770c649ed5aa9ae5b5a428f38511cd8e651057b5d4,fae42c94b692c19b
disease_002839_ec7f4d83,disease,train,disease_41de757ff1293a05688b,train,640,640,4,,f98407c2facb21c3645691fba168c19dc700bd4451f7741ec0aaacd38000aeb5,fae42c94b692c19b
disease_002840_ebb79a1a,disease,train,disease_ac5089aaa3b339b9f5dd,val,1615,840,11,,af53683f3c664ce00d0095cad890cf9cdee7c5b8461001f5218def6e42b04d32,bbe52992929acb98
disease_002841_e291ed3a,disease,train,disease_0810e64b0dde0dc057ff,train,1615,840,10,,b5f320b7a6d99417b499ad4f35039e184cbee2a692a0c9c011cbaf7062229e93,bab27dd5a165a501
disease_002842_006d8424,disease,train,disease_c478c03fd5e4b82cc9a9,val,640,640,19,,f29a5176aa4988fadafc6810c29ce254dcbdd311e5d442063bd1c7187a348243,fea15a86869e98a6
disease_002843_4d11a504,disease,train,disease_c478c03fd5e4b82cc9a9,val,640,640,19,,1b6ac38d864ff9ec37986f71d42e6002157ce5a57b65bf431a2bfce0ea1f0043,fea15a86869e98a6
disease_002844_84c67471,disease,train,disease_c478c03fd5e4b82cc9a9,val,1615,840,19,,721e6f540c8bd8212366a5702239facce560f3b79d258fd80d153a45b3da0cbd,fea15a86869e98a6
disease_002845_6ca16e5d,disease,train,disease_0cb52cb29f34cf82a3f4,train,1615,840,19,,b4c28288c642b097e04c36918b6b242864331357febc2eb406795c7ea1a27834,fbe43c92929a9c1a
disease_002846_67194732,disease,train,disease_2f557d6c478904fe7e58,val,1615,840,3,,360bcbd5597865c43e7e59c1481bfbdbced8965af2a2a51dc62d1815d0d27624,aaf3ed92b0919117
disease_002847_df97ba92,disease,train,disease_c70ecbe3c1484e055081,train,640,640,5,,b6e977b8c2502116100b00bd8e75ce7fd1cb6a0e1fe6364ed99569a80a2afa7c,fba43891929bc84f
disease_002848_117fbb69,disease,train,disease_c70ecbe3c1484e055081,train,1615,840,5,,af2561ab8ae7dd46f7e6da1efa0e1a144d14f75ec34d38b8d38fead466fc7540,fba43891929bc84f
disease_002849_7ac719a4,disease,train,disease_c70ecbe3c1484e055081,train,640,640,5,,2724d73f82fd25fb0cee67e594f9f6f338f14b8855747595f4504d33c89f6b5e,fba43891929bc85e
disease_002850_a3f462b9,disease,train,disease_c475718c21500956fa51,test,640,640,2,,2a4740cb7562ab85f1e0daab43532e8a6b77a44aa56c9c0b7eec020b2de2a55d,abe52cc2ab0e8f0e
disease_002851_163300dd,disease,train,disease_c475718c21500956fa51,test,640,640,2,,6f7f5d6420c6db83c7ae7c062296cde5e9a03a8d65b0ed08d576b2731588122a,abe52cc2ab0e8f0e
disease_002852_a0fd145b,disease,train,disease_c475718c21500956fa51,test,1615,840,2,,894b2b03d346f4bc45086c889356067da28c18c48585fca627c6569a05524c21,abe52cc2ab0e8f0e
disease_002853_6f31f15f,disease,train,disease_5bb5425f2efccf4f38b5,train,640,640,18,,d16de535c43d1e7ae1271d6099ec58835632ffea9aad05485e4ed918d0df0c18,8aa03db0f4db538b
disease_002854_1434c121,disease,train,disease_5bb5425f2efccf4f38b5,train,1615,840,20,,3c952a628f0e1d9b0bd539e5c8f381317a3579d86ca2389cef9809653762a842,8aa03db0f4db538b
disease_002855_a9e816ca,disease,train,disease_5bb5425f2efccf4f38b5,train,640,640,18,,a5da4e2ba39bad68c9ba679d7290b096489a2360399520a371c5c17188698ba4,8aa03db0f4df530b
disease_002856_de831627,disease,train,disease_a4ecb8f31e9e00d86043,test,640,640,10,,a511aff2c95e0acd13db4b9db395c7c2e040b8a137b8baf300fc586ac640d348,fbe438d69192991a
disease_002857_a648d2cd,disease,train,disease_a4ecb8f31e9e00d86043,test,1615,840,10,,6218c7b7ac5804800e0d4e5e89551a4709c52ccf4adf8b27fbf29ca4c85019ce,fbe438d29192999a
disease_002858_0e0fd6cc,disease,train,disease_a4ecb8f31e9e00d86043,test,640,640,10,,07b05c70c4772b839198bb058af85fd32f820b20a24536ed579e47e930200b92,fbe438d29192999a
disease_002859_d84ba0a9,disease,train,disease_e8b0257324506f1c4732,train,1615,840,6,,5bc7120f1feb299089f861d09f26eb5ea3d1f55afa8ee87df8fb6015c6a38bfb,8af53cc3b84e6326
disease_002860_1e758402,disease,train,disease_01bdac39222097bb3f82,train,1615,840,11,,aa4fa7811c16fba7a8edfaf40fa8b87490a660425247a1939610c7c5008eef53,92b26f4de3692d21
disease_002861_5eb439b2,disease,train,disease_5b8541351b75020d5d50,train,1615,840,8,,faf53e8a26ec12d869a604527a887b74991209474d0f984da88ac0ad53f9d0ee,9be66c69e3d0b424
disease_002862_6296ffe8,disease,train,disease_c05f139a99bea5800cbd,test,640,640,7,,7d74fb19754f549a422fff4089047bb16c5f0fa5ed5a4159dba0e2e1aef650b0,bbe43893e18ea712
disease_002863_8c11b963,disease,train,disease_c05f139a99bea5800cbd,test,1615,840,7,,fdf5eda1224d7a2e28d5c17dd134da50d7d017854f460ca66ef61143a6512eab,bbe43893e18ea712
disease_002864_fac8dd98,disease,train,disease_c05f139a99bea5800cbd,test,640,640,7,,bc95409ec629773766c4cd2261d17e435eea3f972b67c5e3474213ccc3140c9c,bbe43893e18ea712
disease_002865_c443cacd,disease,train,disease_33e9c9bbd68ba89f12bb,train,640,640,18,,eefb1c30f976ec7f539d3df1b4eb8eb20dfc22cd66760d79e6ddb8b72e3f0745,95b569434a5a4e4f
disease_002866_4178542f,disease,train,disease_33e9c9bbd68ba89f12bb,train,640,640,18,,3a33f48ee149d5cef398c759ba35803f0a7e76ced23804fa266720d03c866d19,95b569434a4e4e4f
disease_002867_4d5815f9,disease,train,disease_33e9c9bbd68ba89f12bb,train,1615,840,16,,78793f95635797d0440c002cbd09c4a36e324ca13123be9b5d8fbaef222d72b7,95b569434a5e4e4e
disease_002868_d0eb4f1c,disease,train,disease_91bfdf7983ab949a1922,train,1615,840,15,,f980bf1a027381aa4378e743a0b5e207ebb439a3235b0b57fcc9ca4046cf3d9a,baf36884a4cc0e9f
disease_002869_00d1167a,disease,train,disease_591031d903a07529a095,val,1615,840,0,empty_annotation,fbb83268bcb21d0ac5040dff8cc955774b540db2073cf4dae496fd8702a5f3e8,aae46882c2cbc7eb
disease_002870_631c26fa,disease,train,disease_a6e26a3b0d9b15697e13,val,1615,840,1,,f9413198f48c3c82044270312c4c34f5cf469aebb9615ad16c1b049455a1d1e3,c4b37abea0e1a531
disease_002871_82d0f253,disease,train,disease_6cc2608da2c402ae0f2c,train,1615,840,5,,1560d7d76ed795fbbdf3deb853788524effa5052efb702bde79dfd95f031fb2c,94ff9aa0b4159517
disease_002872_f0fcc50b,disease,train,disease_f3cb873ac5ad707c982b,train,1615,840,7,,9f89562fa4c36d1fd5932ba428e115a10a210eb7ab01c4a4b6102207b850ec0d,a3e40cd3939bca4b
disease_002873_b6ee719c,disease,train,disease_004669aff6704fe50a40,train,1615,840,4,,db4f5cf7a2bbd9528f126406645488a5398553b2a69e1b446280e13b2d971acc,bbe4bc929193991a
disease_002874_cceecff3,disease,train,disease_004669aff6704fe50a40,train,640,640,4,,1d60900e4cad3a8e398c1e406fa3ad7b83efe7640ee7756217a564d9f476a923,bbe4bc929193991a
disease_002875_9171899e,disease,train,disease_004669aff6704fe50a40,train,640,640,4,,874c776c04be225a99f437794c2697f684657d9659aae252c7bfe8467859759f,bbe4bc929193991a
disease_002876_ce1ff262,disease,train,disease_56f131fec18d98b225e2,val,1615,840,2,,c1acf3ecbc1ed79cf5db5a282e78e7e14a01962b76f2c5ca19c85111c071bb73,f7e62cc4e4c4d192
disease_002877_46a1005d,disease,train,disease_75b14edbc1a81c80156b,train,1615,840,9,,89b66cb00b81419e1a5f0b642677d5b80f421cf856dad9d750f0f7b68c712a7e,eef13887a184a2de
disease_002878_6e15cefe,disease,train,disease_6d4b875f5ed49ee5315a,train,1615,840,7,,96c33cf906a8339c7bec4d3dfa25ea335107ddc8893377a60b02144f5e5b53d0,fbe43c819099c95b
disease_002879_2dd4d232,disease,train,disease_544ae3ae7c53f0423c23,train,1615,840,4,,eb319316b866adbea6443fcedad4319295e7d67a93901080595877d6cbbe8c6d,aef169c4c6ce1a1a
disease_002880_c70b5934,disease,train,disease_158a1ce60f7297968abd,train,1615,840,8,,b6c3c4cfa8f76acc20649f4c0d9c5a9c9654bfe1da61c8a6d6fcb0255f72f90e,ebe56c86a496b432
disease_002881_747509b7,disease,train,disease_4eb099d5c5cc2f6ebaaf,train,1615,840,15,,ae7ca1f9f17b36a81cd6e085cc94a4d24241ca473857f6ed1b2d2712eeada899,fbe438939b0a4b64
disease_002882_b7e02546,disease,train,disease_09744ff04e6dc0bf365c,train,640,640,6,,50488376a01310b1aff346699e239ca90f7d2f21551a7bdd8d54b8b04c256581,bbf42893938b2c2e
disease_002883_86d67f6d,disease,train,disease_09744ff04e6dc0bf365c,train,640,640,6,,e6dedaf641ce375e6320af31e3527c18f43fe5177f95558775cc424cc45a8388,bbf42893938b2c2e
disease_002884_1494096b,disease,train,disease_09744ff04e6dc0bf365c,train,1615,840,6,,8e559d97942edcd892d56cc25a825fce0000c860d207fdfe3f7e805c8f65ddce,bbf42893938b2c2e
disease_002885_c4ed06c3,disease,train,disease_4b97eca2ff34bf069a25,train,1615,840,10,,195235a59e301fe793ddbefab3ee53417bdc025bbeefd53dc7e491b94602f695,a2fd6dacb0999886
disease_002886_85d28cc5,disease,train,disease_ae81832928c41389baeb,train,640,640,5,,250a7569df08ccdbe1498fe2a3465b995f40d34a3408f65078fb621d772b4175,bae66cb4a49ab491
disease_002887_2e397c52,disease,train,disease_ae81832928c41389baeb,train,640,640,5,,3e4517a9e51bc9e6c6cd75a40993ab0ac02ef61ff48a6484ddfae27d01f65f22,bae66cb4a49ab491
disease_002888_d371998e,disease,train,disease_ae81832928c41389baeb,train,1615,840,5,,aa598c32686e16308489b2e18668839e542dbb0972ce5c50b6210316310e7d67,bae66cb4a49ab491
disease_002889_f13f5785,disease,train,disease_df23be6ce84c776ee07a,train,1615,840,5,,e74cebf0b1a0f9fa0b475c3e0646d06759c2b73852eb6ecc0a76465f46088290,f3e43891919b9c9a
disease_002890_3741f656,disease,train,disease_df23be6ce84c776ee07a,train,640,640,5,,1601a3359d14bd0e81436b83c1f09f4132dcd231542011fcaeb7f5886853b960,f3e43891919b9c9a
disease_002891_0f824539,disease,train,disease_df23be6ce84c776ee07a,train,640,640,5,,704ef94ac8bfc864c17a2968bb6f6e55ce3ba3818ef65da1367cb2bcabad97c7,f3e43891919b9c9a
disease_002892_8d08e99e,disease,train,disease_d302efa11204d0198312,train,1615,840,7,,7c33a63848eed5b1bbd8fe6b73330701aaa1e815a0821ad8cc3d3c2c9e011d40,efe438d5b0b0d1c2
disease_002893_3399bdc0,disease,train,disease_dd6ff190f0f0ad2364a2,train,640,640,2,,f6c7a6d381ebde597cf537dd77b4d987afcfddc5877dee606264c09e5a7c2859,aaf128c6c25adb4e
disease_002894_e160e1d8,disease,train,disease_dd6ff190f0f0ad2364a2,train,1615,840,2,,7b5bd54e9186b578f542c3cf5ceebf66753ab8a72076975a606a6cb062ee3fc4,aaf128c6c25adb4e
disease_002895_d06a6976,disease,train,disease_dd6ff190f0f0ad2364a2,train,640,640,2,,e1919b858fd98cbbd4dc75cb3a2bad6531a604c4281a47666bb660d4eafe8416,aaf128c6c25adb4e
disease_002896_b2d18b27,disease,train,disease_cbe2cdef07fab331c261,train,1615,840,18,,b2fd9f49724d4d42e19df19d96af294b11af12d28980044a6d55972d7185e7ff,ebe47c939192b093
disease_002897_635762c9,disease,train,disease_0b6d4956f52a899bf030,train,1615,840,18,,5e630a5c72f5edd3ce07e5e698f34d2a92a03c16af389a1ac406241bc04dcefe,cbf09fb7a5809095
disease_002898_812cc64a,disease,train,disease_409189acbabf5c8a8856,train,1615,840,4,,cbfbb47e072d8ea501c6558950db1655c62356e52563d10b620676504ffd742d,bab0c9c3c5cb8c8e
disease_002899_f94642bd,disease,train,disease_6d5661fc37c345d86278,train,640,640,6,,6dc02ea7f31fe4a5893630011ea6f94480c03de2ba6b3ea31d9d786abb1d37d5,abbf2c81e6b0b0d1
disease_002900_3ac38d23,disease,train,disease_6d5661fc37c345d86278,train,1615,840,5,,1390d06c128819eadbebf87b69af6dabe5c392bfa509b8960c6e4740a7d54fb5,abb72cc3e0b0b0d3
disease_002901_9b453896,disease,train,disease_6d5661fc37c345d86278,train,640,640,6,,e9757c75b9b706a5722a9281d00d04b435aa790d9df526ce3af69d4e20454a33,abb72cc3e0b0b0d3
disease_002902_7ec31975,disease,train,disease_1e817d79ef4b0459fe9c,train,640,640,8,,17ad5c1cc2b4a6a4d6422070ef6b295490d36cad985cab80922b5b1af170245a,a2f379b1e18ca2e1
disease_002903_7cbdef0e,disease,train,disease_1e817d79ef4b0459fe9c,train,640,640,8,,c17579ec7565d50168f5787ba067d1e93e9e91cc706725d0e6a7f85172b5dc3b,a2f379b1e18ca2e1
disease_002904_2fe921ab,disease,train,disease_1e817d79ef4b0459fe9c,train,1615,840,8,,c795c57fd8e67fe8c29288f19725dee8a1a0c301c7f469bd77b45ab745a63b86,a2f379b1e18ca2e1
disease_002905_eb9db710,disease,train,disease_9dc081627fcb9448ffc8,val,640,640,13,,fac960eb22e48886423b23965c7166649cc04ff16a8a9b952b2cb488ef083e60,fbe7699086a0e5c2
disease_002906_75073ac3,disease,train,disease_9dc081627fcb9448ffc8,val,1615,840,13,,b780814a410b0f3c69bd59f47f865136211085a02f5d23fb94e36c7a615812f4,fbe7699086a0e5c2
